Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
20406,DC,RFCE,660.311
20407,DC,RFCE,660.311
20408,DC,RFCE,660.311
20409,DC,RFCE,660.311
20410,DC,RFCE,660.311
20411,DC,RFCE,660.311
20412,DC,RFCE,660.311
20413,DC,RFCE,660.311
20414,DC,RFCE,660.311
20415,DC,RFCE,660.311
20416,DC,RFCE,660.311
20417,DC,RFCE,660.311
20418,DC,RFCE,660.311
20419,DC,RFCE,660.311
20420,DC,RFCE,660.311
20421,DC,RFCE,660.311
20422,DC,RFCE,660.311
20423,DC,RFCE,660.311
20424,DC,RFCE,660.311
20425,DC,RFCE,660.311
20426,DC,RFCE,660.311
20427,DC,RFCE,660.311
20428,DC,RFCE,660.311
20429,DC,RFCE,660.311
20431,DC,RFCE,660.311
20433,DC,RFCE,660.311
20434,DC,RFCE,660.311
20435,DC,RFCE,660.311
20436,DC,RFCE,660.311
20437,DC,RFCE,660.311
20439,DC,RFCE,660.311
20440,DC,RFCE,660.311
20441,DC,RFCE,660.311
20442,DC,RFCE,660.311
20444,DC,RFCE,660.311
20447,DC,RFCE,660.311
20451,DC,RFCE,660.311
20453,DC,RFCE,660.311
20456,DC,RFCE,660.311
20460,DC,RFCE,660.311
20463,DC,RFCE,660.311
20468,DC,RFCE,660.311
20469,DC,RFCE,660.311
20470,DC,RFCE,660.311
20472,DC,RFCE,660.311
20500,DC,RFCE,660.311
20501,DC,RFCE,660.311
20502,DC,RFCE,660.311
20503,DC,RFCE,660.311
20504,DC,RFCE,660.311
20505,DC,RFCE,660.311
20506,DC,RFCE,660.311
20507,DC,RFCE,660.311
20508,DC,RFCE,660.311
20509,DC,RFCE,660.311
20510,DC,RFCE,660.311
20511,DC,RFCE,660.311
20515,DC,RFCE,660.311
20520,DC,RFCE,660.311
20521,DC,RFCE,660.311
20522,DC,RFCE,660.311
20523,DC,RFCE,660.311
20524,DC,RFCE,660.311
20525,DC,RFCE,660.311
20526,DC,RFCE,660.311
20527,DC,RFCE,660.311
20528,DC,RFCE,660.311
20529,DC,RFCE,660.311
20530,DC,RFCE,660.311
20531,DC,RFCE,660.311
20532,DC,RFCE,660.311
20533,DC,RFCE,660.311
20534,DC,RFCE,660.311
20535,DC,RFCE,660.311
20536,DC,RFCE,660.311
20537,DC,RFCE,660.311
20538,DC,RFCE,660.311
20539,DC,RFCE,660.311
20540,DC,RFCE,660.311
20541,DC,RFCE,660.311
20542,DC,RFCE,660.311
20543,DC,RFCE,660.311
20544,DC,RFCE,660.311
20546,DC,RFCE,660.311
20547,DC,RFCE,660.311
20548,DC,RFCE,660.311
20549,DC,RFCE,660.311
20551,DC,RFCE,660.311
20552,DC,RFCE,660.311
20553,DC,RFCE,660.311
20554,DC,RFCE,660.311
20555,DC,RFCE,660.311
20557,DC,RFCE,660.311
20558,DC,RFCE,660.311
20559,DC,RFCE,660.311
20560,DC,RFCE,660.311
20565,DC,RFCE,660.311
20566,DC,RFCE,660.311
20570,DC,RFCE,660.311
20571,DC,RFCE,660.311
20572,DC,RFCE,660.311
20573,DC,RFCE,660.311
20575,DC,RFCE,660.311
20576,DC,RFCE,660.311
20577,DC,RFCE,660.311
20578,DC,RFCE,660.311
20579,DC,RFCE,660.311
20580,DC,RFCE,660.311
20581,DC,RFCE,660.311
20585,DC,RFCE,660.311
20586,DC,RFCE,660.311
20588,MD,RFCE,660.311
20590,DC,RFCE,660.311
20591,DC,RFCE,660.311
20593,DC,RFCE,660.311
20594,DC,RFCE,660.311
20597,DC,RFCE,660.311
20598,VA,SRVC,625.874
20599,DC,RFCE,660.311
20601,MD,RFCE,660.311
20602,MD,RFCE,660.311
20603,MD,RFCE,660.311
20604,MD,RFCE,660.311
20606,MD,RFCE,660.311
20607,MD,RFCE,660.311
20608,MD,RFCE,660.311
20609,MD,RFCE,660.311
20610,MD,RFCE,660.311
20611,MD,RFCE,660.311
20612,MD,RFCE,660.311
20613,MD,RFCE,660.311
20615,MD,RFCE,660.311
20616,MD,RFCE,660.311
20617,MD,RFCE,660.311
20618,MD,RFCE,660.311
20619,MD,RFCE,660.311
20620,MD,RFCE,660.311
20621,MD,RFCE,660.311
20622,MD,RFCE,660.311
20623,MD,RFCE,660.311
20624,MD,RFCE,660.311
20625,MD,RFCE,660.311
20626,MD,RFCE,660.311
20627,MD,RFCE,660.311
20628,MD,RFCE,660.311
20629,MD,RFCE,660.311
20630,MD,RFCE,660.311
20632,MD,RFCE,660.311
20634,MD,RFCE,660.311
20635,MD,RFCE,660.311
20636,MD,RFCE,660.311
20637,MD,RFCE,660.311
20639,MD,RFCE,660.311
20640,MD,RFCE,660.311
20643,MD,RFCE,660.311
20645,MD,RFCE,660.311
20646,MD,RFCE,660.311
20650,MD,RFCE,660.311
20653,MD,RFCE,660.311
20656,MD,RFCE,660.311
20657,MD,RFCE,660.311
20658,MD,RFCE,660.311
20659,MD,RFCE,660.311
20660,MD,RFCE,660.311
20661,MD,RFCE,660.311
20662,MD,RFCE,660.311
20664,MD,RFCE,660.311
20667,MD,RFCE,660.311
20670,MD,RFCE,660.311
20674,MD,RFCE,660.311
20675,MD,RFCE,660.311
20676,MD,RFCE,660.311
20677,MD,RFCE,660.311
20678,MD,RFCE,660.311
20680,MD,RFCE,660.311
20682,MD,RFCE,660.311
20684,MD,RFCE,660.311
20685,MD,RFCE,660.311
20686,MD,RFCE,660.311
20687,MD,RFCE,660.311
20688,MD,RFCE,660.311
20689,MD,RFCE,660.311
20690,MD,RFCE,660.311
20692,MD,RFCE,660.311
20693,MD,RFCE,660.311
20695,MD,RFCE,660.311
20697,MD,RFCE,660.311
20701,MD,RFCE,660.311
20703,MD,RFCE,660.311
20704,MD,RFCE,660.311
20705,MD,RFCE,660.311
20706,MD,RFCE,660.311
20707,MD,RFCE,660.311
20708,MD,RFCE,660.311
20709,MD,RFCE,660.311
20710,MD,RFCE,660.311
20711,MD,RFCE,660.311
20712,MD,RFCE,660.311
20714,MD,RFCE,660.311
20715,MD,RFCE,660.311
20716,MD,RFCE,660.311
20717,MD,RFCE,660.311
20718,MD,RFCE,660.311
20719,MD,RFCE,660.311
20720,MD,RFCE,660.311
20721,MD,RFCE,660.311
20722,MD,RFCE,660.311
20723,MD,RFCE,660.311
20724,MD,RFCE,660.311
20725,MD,RFCE,660.311
20726,MD,RFCE,660.311
20731,MD,RFCE,660.311
20732,MD,RFCE,660.311
20733,MD,RFCE,660.311
20735,MD,RFCE,660.311
20736,MD,RFCE,660.311
20737,MD,RFCE,660.311
20738,MD,RFCE,660.311
20740,MD,RFCE,660.311
20741,MD,RFCE,660.311
20742,MD,RFCE,660.311
20743,MD,RFCE,660.311
20744,MD,RFCE,660.311
20745,MD,RFCE,660.311
20746,MD,RFCE,660.311
20747,MD,RFCE,660.311
20748,MD,RFCE,660.311
20749,MD,RFCE,660.311
20750,MD,RFCE,660.311
20751,MD,RFCE,660.311
20752,MD,RFCE,660.311
20753,MD,RFCE,660.311
20754,MD,RFCE,660.311
20755,MD,RFCE,660.311
20757,MD,RFCE,660.311
20758,MD,RFCE,660.311
20759,MD,RFCE,660.311
20762,MD,RFCE,660.311
20763,MD,RFCE,660.311
20764,MD,RFCE,660.311
20765,MD,RFCE,660.311
20768,MD,RFCE,660.311
20769,MD,RFCE,660.311
20770,MD,RFCE,660.311
20771,MD,RFCE,660.311
20772,MD,RFCE,660.311
20773,MD,RFCE,660.311
20774,MD,RFCE,660.311
20775,MD,RFCE,660.311
20776,MD,RFCE,660.311
20777,MD,RFCE,660.311
20778,MD,RFCE,660.311
20779,MD,RFCE,660.311
20781,MD,RFCE,660.311
20782,MD,RFCE,660.311
20783,MD,RFCE,660.311
20784,MD,RFCE,660.311
20785,MD,RFCE,660.311
20787,MD,RFCE,660.311
20788,MD,RFCE,660.311
20790,MD,RFCE,660.311
20791,MD,RFCE,660.311
20792,MD,RFCE,660.311
20794,MD,RFCE,660.311
20797,MD,RFCE,660.311
20799,MD,RFCE,660.311
20810,MD,RFCE,660.311
20811,MD,RFCE,660.311
20812,MD,RFCE,660.311
20813,MD,RFCE,660.311
20814,MD,RFCE,660.311
20815,MD,RFCE,660.311
20816,MD,RFCE,660.311
20817,MD,RFCE,660.311
20818,MD,RFCE,660.311
20824,MD,RFCE,660.311
20825,MD,RFCE,660.311
20827,MD,RFCE,660.311
20830,MD,RFCE,660.311
20832,MD,RFCE,660.311
20833,MD,RFCE,660.311
20837,MD,RFCE,660.311
20838,MD,RFCW,1005.904
20839,MD,RFCW,1005.904
20841,MD,RFCE,660.311
20842,MD,RFCW,1005.904
20847,MD,RFCE,660.311
20848,MD,RFCE,660.311
20849,MD,RFCE,660.311
20850,MD,RFCE,660.311
20851,MD,RFCE,660.311
20852,MD,RFCE,660.311
20853,MD,RFCE,660.311
20854,MD,RFCE,660.311
20855,MD,RFCE,660.311
20857,MD,RFCE,660.311
20859,MD,RFCE,660.311
20860,MD,RFCE,660.311
20861,MD,RFCE,660.311
20862,MD,RFCE,660.311
20866,MD,RFCE,660.311
20868,MD,RFCE,660.311
20871,MD,RFCW,1005.904
20872,MD,RFCW,1005.904
20874,MD,RFCE,660.311
20875,MD,RFCW,1005.904
20876,MD,RFCE,660.311
20877,MD,RFCE,660.311
20878,MD,RFCE,660.311
20879,MD,RFCE,660.311
20880,MD,RFCE,660.311
20882,MD,RFCE,660.311
20883,MD,RFCE,660.311
20884,MD,RFCE,660.311
20885,MD,RFCE,660.311
20886,MD,RFCE,660.311
20889,MD,RFCE,660.311
20891,MD,RFCE,660.311
20892,MD,RFCE,660.311
20894,MD,RFCE,660.311
20895,MD,RFCE,660.311
20896,MD,RFCE,660.311
20897,MD,RFCE,660.311
20898,MD,RFCE,660.311
20899,MD,RFCE,660.311
20901,MD,RFCE,660.311
20902,MD,RFCE,660.311
20903,MD,RFCE,660.311
20904,MD,RFCE,660.311
20905,MD,RFCE,660.311
20906,MD,RFCE,660.311
20907,MD,RFCE,660.311
20908,MD,RFCE,660.311
20910,MD,RFCE,660.311
20911,MD,RFCE,660.311
20912,MD,RFCE,660.311
20913,MD,RFCE,660.311
20914,MD,RFCE,660.311
20915,MD,RFCE,660.311
20916,MD,RFCE,660.311
20918,MD,RFCE,660.311
20993,MD,RFCE,660.311
20997,MD,RFCE,660.311
21001,MD,RFCE,660.311
21005,MD,RFCE,660.311
21009,MD,RFCE,660.311
21010,MD,RFCE,660.311
21012,MD,RFCE,660.311
21013,MD,RFCE,660.311
21014,MD,RFCE,660.311
21015,MD,RFCE,660.311
21017,MD,RFCE,660.311
21018,MD,RFCE,660.311
21020,MD,RFCE,660.311
21022,MD,RFCE,660.311
21023,MD,RFCE,660.311
21027,MD,RFCE,660.311
21028,MD,RFCE,660.311
21029,MD,RFCE,660.311
21030,MD,RFCE,660.311
21031,MD,RFCE,660.311
21032,MD,RFCE,660.311
21034,MD,RFCE,660.311
21035,MD,RFCE,660.311
21036,MD,RFCE,660.311
21037,MD,RFCE,660.311
21040,MD,RFCE,660.311
21041,MD,RFCE,660.311
21042,MD,RFCE,660.311
21043,MD,RFCE,660.311
21044,MD,RFCE,660.311
21045,MD,RFCE,660.311
21046,MD,RFCE,660.311
21047,MD,RFCE,660.311
21048,MD,RFCE,660.311
21050,MD,RFCE,660.311
21051,MD,RFCE,660.311
21052,MD,RFCE,660.311
21053,MD,RFCE,660.311
21054,MD,RFCE,660.311
21056,MD,RFCE,660.311
21057,MD,RFCE,660.311
21060,MD,RFCE,660.311
21061,MD,RFCE,660.311
21062,MD,RFCE,660.311
21065,MD,RFCE,660.311
21071,MD,RFCE,660.311
21074,MD,RFCE,660.311
21075,MD,RFCE,660.311
21076,MD,RFCE,660.311
21077,MD,RFCE,660.311
21078,MD,RFCE,660.311
21082,MD,RFCE,660.311
21084,MD,RFCE,660.311
21085,MD,RFCE,660.311
21087,MD,RFCE,660.311
21088,MD,RFCE,660.311
21090,MD,RFCE,660.311
21092,MD,RFCE,660.311
21093,MD,RFCE,660.311
21094,MD,RFCE,660.311
21102,MD,RFCE,660.311
21104,MD,RFCE,660.311
21105,MD,RFCE,660.311
21106,MD,RFCE,660.311
21108,MD,RFCE,660.311
21111,MD,RFCE,660.311
21113,MD,RFCE,660.311
21114,MD,RFCE,660.311
21117,MD,RFCE,660.311
21120,MD,RFCE,660.311
21122,MD,RFCE,660.311
21123,MD,RFCE,660.311
21128,MD,RFCE,660.311
21130,MD,RFCE,660.311
21131,MD,RFCE,660.311
21132,MD,RFCE,660.311
21133,MD,RFCE,660.311
21136,MD,RFCE,660.311
21139,MD,RFCE,660.311
21140,MD,RFCE,660.311
21144,MD,RFCE,660.311
21146,MD,RFCE,660.311
21150,MD,RFCE,660.311
21152,MD,RFCE,660.311
21153,MD,RFCE,660.311
21154,MD,RFCE,660.311
21155,MD,RFCE,660.311
21156,MD,RFCE,660.311
21157,MD,RFCE,660.311
21158,MD,RFCE,660.311
21160,MD,RFCE,660.311
21161,MD,RFCE,660.311
21162,MD,RFCE,660.311
21163,MD,RFCE,660.311
21201,MD,RFCE,660.311
21202,MD,RFCE,660.311
21203,MD,RFCE,660.311
21204,MD,RFCE,660.311
21205,MD,RFCE,660.311
21206,MD,RFCE,660.311
21207,MD,RFCE,660.311
21208,MD,RFCE,660.311
21209,MD,RFCE,660.311
21210,MD,RFCE,660.311
21211,MD,RFCE,660.311
21212,MD,RFCE,660.311
21213,MD,RFCE,660.311
21214,MD,RFCE,660.311
21215,MD,RFCE,660.311
21216,MD,RFCE,660.311
21217,MD,RFCE,660.311
21218,MD,RFCE,660.311
21219,MD,RFCE,660.311
21220,MD,RFCE,660.311
21221,MD,RFCE,660.311
21222,MD,RFCE,660.311
21223,MD,RFCE,660.311
21224,MD,RFCE,660.311
21225,MD,RFCE,660.311
21226,MD,RFCE,660.311
21227,MD,RFCE,660.311
21228,MD,RFCE,660.311
21229,MD,RFCE,660.311
21230,MD,RFCE,660.311
21231,MD,RFCE,660.311
21233,MD,RFCE,660.311
21234,MD,RFCE,660.311
21235,MD,RFCE,660.311
21236,MD,RFCE,660.311
21237,MD,RFCE,660.311
21239,MD,RFCE,660.311
21240,MD,RFCE,660.311
21241,MD,RFCE,660.311
21244,MD,RFCE,660.311
21250,MD,RFCE,660.311
21251,MD,RFCE,660.311
21252,MD,RFCE,660.311
21260,MD,RFCE,660.311
21261,MD,RFCE,660.311
21263,MD,RFCE,660.311
21264,MD,RFCE,660.311
21265,MD,RFCE,660.311
21270,MD,RFCE,660.311
21273,MD,RFCE,660.311
21274,MD,RFCE,660.311
21275,MD,RFCE,660.311
21278,MD,RFCE,660.311
21279,MD,RFCE,660.311
21280,MD,RFCE,660.311
21281,MD,RFCE,660.311
21282,MD,RFCE,660.311
21283,MD,RFCE,660.311
21284,MD,RFCE,660.311
21285,MD,RFCE,660.311
21286,MD,RFCE,660.311
21287,MD,RFCE,660.311
21288,MD,RFCE,660.311
21289,MD,RFCE,660.311
21290,MD,RFCE,660.311
21297,MD,RFCE,660.311
21298,MD,RFCE,660.311
21401,MD,RFCE,660.311
21402,MD,RFCE,660.311
21403,MD,RFCE,660.311
21404,MD,RFCE,660.311
21405,MD,RFCE,660.311
21409,MD,RFCE,660.311
21411,MD,RFCE,660.311
21412,MD,RFCE,660.311
21501,MD,RFCW,1005.904
21502,MD,RFCW,1005.904
21503,MD,RFCW,1005.904
21504,MD,RFCW,1005.904
21505,MD,RFCW,1005.904
21520,MD,RFCW,1005.904
21521,MD,RFCW,1005.904
21522,MD,RFCW,1005.904
21523,MD,RFCW,1005.904
21524,MD,RFCW,1005.904
21528,MD,RFCW,1005.904
21529,MD,RFCW,1005.904
21530,MD,RFCW,1005.904
21531,MD,RFCW,1005.904
21532,MD,RFCW,1005.904
21536,MD,RFCW,1005.904
21538,MD,RFCW,1005.904
21539,MD,RFCW,1005.904
21540,MD,RFCW,1005.904
21541,MD,RFCW,1005.904
21542,MD,RFCW,1005.904
21543,MD,RFCW,1005.904
21545,MD,RFCW,1005.904
21550,MD,RFCW,1005.904
21555,MD,RFCW,1005.904
21556,MD,RFCW,1005.904
21557,MD,RFCW,1005.904
21560,MD,RFCW,1005.904
21561,MD,RFCW,1005.904
21562,MD,RFCW,1005.904
21601,MD,RFCE,660.311
21607,MD,RFCE,660.311
21609,MD,RFCE,660.311
21610,MD,RFCE,660.311
21612,MD,RFCE,660.311
21613,MD,RFCE,660.311
21617,MD,RFCE,660.311
21619,MD,RFCE,660.311
21620,MD,RFCE,660.311
21622,MD,RFCE,660.311
21623,MD,RFCE,660.311
21624,MD,RFCE,660.311
21625,MD,RFCE,660.311
21626,MD,RFCE,660.311
21627,MD,RFCE,660.311
21628,MD,RFCE,660.311
21629,MD,RFCE,660.311
21631,MD,RFCE,660.311
21632,MD,RFCE,660.311
21634,MD,RFCE,660.311
21635,MD,RFCE,660.311
21636,MD,RFCE,660.311
21638,MD,RFCE,660.311
21639,MD,RFCE,660.311
21640,MD,RFCE,660.311
21641,MD,RFCE,660.311
21643,MD,RFCE,660.311
21644,MD,RFCE,660.311
21645,MD,RFCE,660.311
21647,MD,RFCE,660.311
21648,MD,RFCE,660.311
21649,MD,RFCE,660.311
21650,MD,RFCE,660.311
21651,MD,RFCE,660.311
21652,MD,RFCE,660.311
21653,MD,RFCE,660.311
21654,MD,RFCE,660.311
21655,MD,RFCE,660.311
21656,MD,RFCE,660.311
21657,MD,RFCE,660.311
21658,MD,RFCE,660.311
21659,MD,RFCE,660.311
21660,MD,RFCE,660.311
21661,MD,RFCE,660.311
21662,MD,RFCE,660.311
21663,MD,RFCE,660.311
21664,MD,RFCE,660.311
21665,MD,RFCE,660.311
21666,MD,RFCE,660.311
21667,MD,RFCE,660.311
21668,MD,RFCE,660.311
21669,MD,RFCE,660.311
21670,MD,RFCE,660.311
21671,MD,RFCE,660.311
21672,MD,RFCE,660.311
21673,MD,RFCE,660.311
21675,MD,RFCE,660.311
21676,MD,RFCE,660.311
21677,MD,RFCE,660.311
21678,MD,RFCE,660.311
21679,MD,RFCE,660.311
21690,MD,RFCE,660.311
21701,MD,RFCW,1005.904
21702,MD,RFCW,1005.904
21703,MD,RFCW,1005.904
21704,MD,RFCW,1005.904
21705,MD,RFCW,1005.904
21709,MD,RFCW,1005.904
21710,MD,RFCW,1005.904
21711,MD,RFCW,1005.904
21713,MD,RFCW,1005.904
21714,MD,RFCW,1005.904
21715,MD,RFCW,1005.904
21716,MD,RFCW,1005.904
21717,MD,RFCW,1005.904
21718,MD,RFCW,1005.904
21719,MD,RFCW,1005.904
21720,MD,RFCW,1005.904
21721,MD,RFCW,1005.904
21722,MD,RFCW,1005.904
21723,MD,RFCE,660.311
21727,MD,RFCW,1005.904
21733,MD,RFCW,1005.904
21734,MD,RFCE,660.311
21737,MD,RFCE,660.311
21738,MD,RFCE,660.311
21740,MD,RFCW,1005.904
21741,MD,RFCE,660.311
21742,MD,RFCW,1005.904
21746,MD,RFCW,1005.904
21747,MD,RFCW,1005.904
21748,MD,RFCW,1005.904
21749,MD,RFCE,660.311
21750,MD,RFCW,1005.904
21754,MD,RFCW,1005.904
21755,MD,RFCW,1005.904
21756,MD,RFCW,1005.904
21757,MD,RFCW,1005.904
21758,MD,RFCW,1005.904
21759,MD,RFCW,1005.904
21762,MD,RFCW,1005.904
21765,MD,RFCW,1005.904
21766,MD,RFCW,1005.904
21767,MD,RFCW,1005.904
21769,MD,RFCW,1005.904
21770,MD,RFCW,1005.904
21771,MD,RFCE,660.311
21773,MD,RFCW,1005.904
21774,MD,RFCW,1005.904
21775,MD,RFCW,1005.904
21776,MD,RFCE,660.311
21777,MD,RFCW,1005.904
21778,MD,RFCW,1005.904
21779,MD,RFCW,1005.904
21780,MD,RFCW,1005.904
21781,MD,RFCW,1005.904
21782,MD,RFCW,1005.904
21783,MD,RFCW,1005.904
21784,MD,RFCE,660.311
21787,MD,RFCE,660.311
21788,MD,RFCW,1005.904
21790,MD,RFCW,1005.904
21791,MD,RFCE,660.311
21792,MD,RFCW,1005.904
21793,MD,RFCW,1005.904
21794,MD,RFCE,660.311
21795,MD,RFCW,1005.904
21797,MD,RFCE,660.311
21798,MD,RFCW,1005.904
21801,MD,RFCE,660.311
21802,MD,RFCE,660.311
21803,MD,RFCE,660.311
21804,MD,RFCE,660.311
21810,MD,RFCE,660.311
21811,MD,RFCE,660.311
21813,MD,RFCE,660.311
21814,MD,RFCE,660.311
21817,MD,RFCE,660.311
21821,MD,RFCE,660.311
21822,MD,RFCE,660.311
21824,MD,RFCE,660.311
21826,MD,RFCE,660.311
21829,MD,RFCE,660.311
21830,MD,RFCE,660.311
21835,MD,RFCE,660.311
21836,MD,RFCE,660.311
21837,MD,RFCE,660.311
21838,MD,RFCE,660.311
21840,MD,RFCE,660.311
21841,MD,RFCE,660.311
21842,MD,RFCE,660.311
21843,MD,RFCE,660.311
21849,MD,RFCE,660.311
21850,MD,RFCE,660.311
21851,MD,RFCE,660.311
21852,MD,RFCE,660.311
21853,MD,RFCE,660.311
21856,MD,RFCE,660.311
21857,MD,RFCE,660.311
21861,MD,RFCE,660.311
21862,MD,RFCE,660.311
21863,MD,RFCE,660.311
21864,MD,RFCE,660.311
21865,MD,RFCE,660.311
21866,MD,RFCE,660.311
21867,MD,RFCE,660.311
21869,MD,RFCE,660.311
21871,MD,RFCE,660.311
21872,MD,RFCE,660.311
21874,MD,RFCE,660.311
21875,MD,RFCE,660.311
21890,MD,RFCE,660.311
21901,MD,RFCE,660.311
21902,MD,RFCE,660.311
21903,MD,RFCE,660.311
21904,MD,RFCE,660.311
21911,MD,RFCE,660.311
21912,MD,RFCE,660.311
21913,MD,RFCE,660.311
21914,MD,RFCE,660.311
21915,MD,RFCE,660.311
21916,MD,RFCE,660.311
21917,MD,RFCE,660.311
21918,MD,RFCE,660.311
21919,MD,RFCE,660.311
21920,MD,RFCE,660.311
21921,MD,RFCE,660.311
21922,MD,RFCE,660.311
21930,MD,RFCE,660.311
22003,VA,SRVC,625.874
22009,VA,SRVC,625.874
22015,VA,SRVC,625.874
22025,VA,SRVC,625.874
22026,VA,SRVC,625.874
22027,VA,SRVC,625.874
22030,VA,SRVC,625.874
22031,VA,SRVC,625.874
22032,VA,SRVC,625.874
22033,VA,SRVC,625.874
22034,VA,SRVC,625.874
22035,VA,SRVC,625.874
22036,VA,SRVC,625.874
22037,VA,SRVC,625.874
22038,VA,SRVC,625.874
22039,VA,SRVC,625.874
22040,VA,SRVC,625.874
22041,VA,SRVC,625.874
22042,VA,SRVC,625.874
22043,VA,SRVC,625.874
22044,VA,SRVC,625.874
22046,VA,SRVC,625.874
22060,VA,SRVC,625.874
22066,VA,SRVC,625.874
22067,VA,SRVC,625.874
22079,VA,SRVC,625.874
22081,VA,SRVC,625.874
22082,VA,SRVC,625.874
22095,VA,SRVC,625.874
22096,VA,SRVC,625.874
22101,VA,SRVC,625.874
22102,VA,SRVC,625.874
22103,VA,SRVC,625.874
22106,VA,SRVC,625.874
22107,VA,SRVC,625.874
22108,VA,SRVC,625.874
22109,VA,SRVC,625.874
22116,VA,SRVC,625.874
22118,VA,SRVC,625.874
22119,VA,SRVC,625.874
22121,VA,SRVC,625.874
22122,VA,SRVC,625.874
22124,VA,SRVC,625.874
22125,VA,SRVC,625.874
22134,VA,SRVC,625.874
22135,VA,SRVC,625.874
22150,VA,SRVC,625.874
22151,VA,SRVC,625.874
22152,VA,SRVC,625.874
22153,VA,SRVC,625.874
22156,VA,SRVC,625.874
22158,VA,SRVC,625.874
22159,VA,SRVC,625.874
22160,VA,SRVC,625.874
22161,VA,SRVC,625.874
22172,VA,SRVC,625.874
22180,VA,SRVC,625.874
22181,VA,SRVC,625.874
22182,VA,SRVC,625.874
22183,VA,SRVC,625.874
22185,VA,SRVC,625.874
22191,VA,SRVC,625.874
22192,VA,SRVC,625.874
22193,VA,SRVC,625.874
22194,VA,SRVC,625.874
22195,VA,SRVC,625.874
22199,VA,SRVC,625.874
22201,VA,SRVC,625.874
22202,VA,SRVC,625.874
22203,VA,SRVC,625.874
22204,VA,SRVC,625.874
22205,VA,SRVC,625.874
22206,VA,SRVC,625.874
22207,VA,SRVC,625.874
22209,VA,SRVC,625.874
22210,VA,SRVC,625.874
22211,VA,SRVC,625.874
22212,VA,SRVC,625.874
22213,VA,SRVC,625.874
22214,VA,SRVC,625.874
22215,VA,SRVC,625.874
22216,VA,SRVC,625.874
22217,VA,SRVC,625.874
22219,VA,SRVC,625.874
22222,VA,SRVC,625.874
22225,VA,SRVC,625.874
22226,VA,SRVC,625.874
22227,VA,SRVC,625.874
22230,VA,SRVC,625.874
22240,VA,SRVC,625.874
22241,VA,SRVC,625.874
22242,VA,SRVC,625.874
22243,VA,SRVC,625.874
22244,VA,SRVC,625.874
22245,VA,SRVC,625.874
22246,VA,SRVC,625.874
22301,VA,SRVC,625.874
22302,VA,SRVC,625.874
22303,VA,SRVC,625.874
22304,VA,SRVC,625.874
22305,VA,SRVC,625.874
22306,VA,SRVC,625.874
22307,VA,SRVC,625.874
22308,VA,SRVC,625.874
22309,VA,SRVC,625.874
22310,VA,SRVC,625.874
22311,VA,SRVC,625.874
22312,VA,SRVC,625.874
22313,VA,SRVC,625.874
22314,VA,SRVC,625.874
22315,VA,SRVC,625.874
22320,VA,SRVC,625.874
22331,VA,SRVC,625.874
22332,VA,SRVC,625.874
22333,VA,SRVC,625.874
22334,VA,SRVC,625.874
22350,VA,SRVC,625.874
22401,VA,SRVC,625.874
22402,VA,SRVC,625.874
22403,VA,SRVC,625.874
22404,VA,SRVC,625.874
22405,VA,SRVC,625.874
22406,VA,SRVC,625.874
22407,VA,SRVC,625.874
22408,VA,SRVC,625.874
22412,VA,SRVC,625.874
22427,VA,SRVC,625.874
22428,VA,SRVC,625.874
22430,VA,SRVC,625.874
22432,VA,SRVC,625.874
22433,VA,SRVC,625.874
22435,VA,SRVC,625.874
22436,VA,SRVC,625.874
22437,VA,SRVC,625.874
22438,VA,SRVC,625.874
22442,VA,SRVC,625.874
22443,VA,SRVC,625.874
22446,VA,SRVC,625.874
22448,VA,SRVC,625.874
22451,VA,SRVC,625.874
22454,VA,SRVC,625.874
22456,VA,SRVC,625.874
22460,VA,SRVC,625.874
22463,VA,SRVC,625.874
22469,VA,SRVC,625.874
22471,VA,SRVC,625.874
22472,VA,SRVC,625.874
22473,VA,SRVC,625.874
22476,VA,SRVC,625.874
22480,VA,SRVC,625.874
22481,VA,SRVC,625.874
22482,VA,SRVC,625.874
22485,VA,SRVC,625.874
22488,VA,SRVC,625.874
22501,VA,SRVC,625.874
22503,VA,SRVC,625.874
22504,VA,SRVC,625.874
22507,VA,SRVC,625.874
22508,VA,SRVC,625.874
22509,VA,SRVC,625.874
22511,VA,SRVC,625.874
22513,VA,SRVC,625.874
22514,VA,SRVC,625.874
22517,VA,SRVC,625.874
22520,VA,SRVC,625.874
22523,VA,SRVC,625.874
22524,VA,SRVC,625.874
22526,VA,SRVC,625.874
22528,VA,SRVC,625.874
22529,VA,SRVC,625.874
22530,VA,SRVC,625.874
22534,VA,SRVC,625.874
22535,VA,SRVC,625.874
22538,VA,SRVC,625.874
22539,VA,SRVC,625.874
22542,VA,SRVC,625.874
22544,VA,SRVC,625.874
22545,VA,SRVC,625.874
22546,VA,SRVC,625.874
22547,VA,SRVC,625.874
22548,VA,SRVC,625.874
22551,VA,SRVC,625.874
22552,VA,SRVC,625.874
22553,VA,SRVC,625.874
22554,VA,SRVC,625.874
22555,VA,SRVC,625.874
22556,VA,SRVC,625.874
22558,VA,SRVC,625.874
22560,VA,SRVC,625.874
22565,VA,SRVC,625.874
22567,VA,SRVC,625.874
22570,VA,SRVC,625.874
22572,VA,SRVC,625.874
22576,VA,SRVC,625.874
22577,VA,SRVC,625.874
