Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
41622,KY,SRTV,938.625
41630,KY,SRTV,938.625
41631,KY,RFCW,1005.904
41632,KY,SRTV,938.625
41635,KY,RFCW,1005.904
41636,KY,RFCW,1005.904
41640,KY,SRTV,938.625
41642,KY,SRTV,938.625
41643,KY,SRTV,938.625
41645,KY,SRTV,938.625
41647,KY,RFCW,1005.904
41649,KY,SRTV,938.625
41650,KY,RFCW,1005.904
41651,KY,RFCW,1005.904
41653,KY,SRTV,938.625
41655,KY,SRTV,938.625
41659,KY,RFCW,1005.904
41660,KY,RFCW,1005.904
41663,KY,RFCW,1005.904
41666,KY,SRTV,938.625
41667,KY,RFCW,1005.904
41669,KY,RFCW,1005.904
41701,KY,RFCW,1005.904
41702,KY,RFCW,1005.904
41712,KY,RFCW,1005.904
41713,KY,RFCW,1005.904
41714,KY,SRTV,938.625
41719,KY,RFCW,1005.904
41721,KY,SRTV,938.625
41722,KY,RFCW,1005.904
41723,KY,RFCW,1005.904
41725,KY,RFCW,1005.904
41727,KY,RFCW,1005.904
41729,KY,RFCW,1005.904
41731,KY,RFCW,1005.904
41735,KY,SRTV,938.625
41736,KY,RFCW,1005.904
41739,KY,RFCW,1005.904
41740,KY,RFCW,1005.904
41743,KY,RFCW,1005.904
41745,KY,RFCW,1005.904
41746,KY,RFCW,1005.904
41747,KY,RFCW,1005.904
41749,KY,SRTV,938.625
41751,KY,RFCW,1005.904
41754,KY,RFCW,1005.904
41759,KY,RFCW,1005.904
41760,KY,RFCW,1005.904
41762,KY,SRTV,938.625
41763,KY,RFCW,1005.904
41764,KY,RFCW,1005.904
41766,KY,RFCW,1005.904
41772,KY,SRTV,938.625
41773,KY,RFCW,1005.904
41774,KY,RFCW,1005.904
41775,KY,RFCW,1005.904
41776,KY,RFCW,1005.904
41777,KY,SRTV,938.625
41778,KY,RFCW,1005.904
41804,KY,RFCW,1005.904
41810,KY,RFCW,1005.904
41812,KY,RFCW,1005.904
41815,KY,RFCW,1005.904
41817,KY,RFCW,1005.904
41819,KY,SRTV,938.625
41821,KY,RFCW,1005.904
41822,KY,RFCW,1005.904
41824,KY,RFCW,1005.904
41825,KY,RFCW,1005.904
41826,KY,RFCW,1005.904
41828,KY,RFCW,1005.904
41831,KY,SRTV,938.625
41832,KY,RFCW,1005.904
41833,KY,SRTV,938.625
41834,KY,RFCW,1005.904
41835,KY,RFCW,1005.904
41836,KY,RFCW,1005.904
41837,KY,RFCW,1005.904
41838,KY,RFCW,1005.904
41839,KY,SRTV,938.625
41840,KY,RFCW,1005.904
41843,KY,RFCW,1005.904
41844,KY,RFCW,1005.904
41845,KY,RFCW,1005.904
41847,KY,RFCW,1005.904
41848,KY,RFCW,1005.904
41849,KY,RFCW,1005.904
41855,KY,RFCW,1005.904
41858,KY,RFCW,1005.904
41859,KY,RFCW,1005.904
41861,KY,RFCW,1005.904
41862,KY,RFCW,1005.904
42001,KY,SRTV,938.625
42002,KY,SRTV,938.625
42003,KY,SRTV,938.625
42020,KY,SRTV,938.625
42021,KY,SRTV,938.625
42022,KY,SRTV,938.625
42023,KY,SRTV,938.625
42024,KY,SRTV,938.625
42025,KY,SRTV,938.625
42027,KY,SRTV,938.625
42028,KY,SRTV,938.625
42029,KY,SRTV,938.625
42031,KY,SRTV,938.625
42032,KY,SRTV,938.625
42033,KY,SRTV,938.625
42035,KY,SRTV,938.625
42036,KY,SRTV,938.625
42037,KY,SRTV,938.625
42038,KY,SRTV,938.625
42039,KY,SRTV,938.625
42040,KY,SRTV,938.625
42041,KY,SRTV,938.625
42044,KY,SRTV,938.625
42045,KY,SRTV,938.625
42047,KY,SRTV,938.625
42048,KY,SRTV,938.625
42049,KY,SRTV,938.625
42050,KY,SRTV,938.625
42051,KY,SRTV,938.625
42053,KY,SRTV,938.625
42054,KY,SRTV,938.625
42055,KY,SRTV,938.625
42056,KY,SRTV,938.625
42058,KY,SRTV,938.625
42060,KY,SRTV,938.625
42061,KY,SRTV,938.625
42063,KY,SRTV,938.625
42064,KY,SRTV,938.625
42066,KY,SRTV,938.625
42069,KY,SRTV,938.625
42070,KY,SRTV,938.625
42071,KY,SRTV,938.625
42076,KY,SRTV,938.625
42078,KY,SRTV,938.625
42079,KY,SRTV,938.625
42081,KY,SRTV,938.625
42082,KY,SRTV,938.625
42083,KY,SRTV,938.625
42084,KY,SRTV,938.625
42085,KY,SRTV,938.625
42086,KY,SRTV,938.625
42087,KY,SRTV,938.625
42088,KY,SRTV,938.625
42101,KY,SRTV,938.625
42102,KY,SRTV,938.625
42103,KY,SRTV,938.625
42104,KY,SRTV,938.625
42120,KY,SRTV,938.625
42122,KY,SRTV,938.625
42123,KY,SRTV,938.625
42124,KY,SRTV,938.625
42127,KY,SRTV,938.625
42128,KY,SRTV,938.625
42129,KY,SRTV,938.625
42130,KY,SRTV,938.625
42131,KY,SRTV,938.625
42133,KY,SRTV,938.625
42134,KY,SRTV,938.625
42135,KY,SRTV,938.625
42140,KY,SRTV,938.625
42141,KY,SRTV,938.625
42142,KY,SRTV,938.625
42151,KY,SRTV,938.625
42152,KY,SRTV,938.625
42153,KY,SRTV,938.625
42154,KY,SRTV,938.625
42156,KY,SRTV,938.625
42157,KY,SRTV,938.625
42159,KY,SRTV,938.625
42160,KY,SRTV,938.625
42163,KY,SRTV,938.625
42164,KY,SRTV,938.625
42166,KY,SRTV,938.625
42167,KY,SRTV,938.625
42170,KY,SRTV,938.625
42171,KY,SRTV,938.625
42201,KY,SRTV,938.625
42202,KY,SRTV,938.625
42204,KY,SRTV,938.625
42206,KY,SRTV,938.625
42207,KY,SRTV,938.625
42210,KY,SRTV,938.625
42211,KY,SRTV,938.625
42214,KY,SRTV,938.625
42215,KY,SRTV,938.625
42216,KY,SRTV,938.625
42217,KY,SRTV,938.625
42219,KY,SRTV,938.625
42220,KY,SRTV,938.625
42221,KY,SRTV,938.625
42223,TN,SRTV,938.625
42232,KY,SRTV,938.625
42234,KY,SRTV,938.625
42236,KY,SRTV,938.625
42240,KY,SRTV,938.625
42241,KY,SRTV,938.625
42252,KY,SRTV,938.625
42254,KY,SRTV,938.625
42256,KY,SRTV,938.625
42259,KY,SRTV,938.625
42261,KY,SRTV,938.625
42262,KY,SRTV,938.625
42265,KY,SRTV,938.625
42266,KY,SRTV,938.625
42273,KY,SRTV,938.625
42274,KY,SRTV,938.625
42275,KY,SRTV,938.625
42276,KY,SRTV,938.625
42280,KY,SRTV,938.625
42283,KY,SRTV,938.625
42285,KY,SRTV,938.625
42286,KY,SRTV,938.625
42288,KY,SRTV,938.625
42301,KY,SRTV,938.625
42302,KY,SRTV,938.625
42303,KY,SRTV,938.625
42304,KY,SRTV,938.625
42320,KY,SRTV,938.625
42321,KY,SRTV,938.625
42322,KY,SRTV,938.625
42323,KY,SRTV,938.625
42324,KY,SRTV,938.625
42325,KY,SRTV,938.625
42326,KY,SRTV,938.625
42327,KY,SRTV,938.625
42328,KY,SRTV,938.625
42330,KY,SRTV,938.625
42332,KY,SRTV,938.625
42333,KY,SRTV,938.625
42334,KY,SRTV,938.625
42337,KY,SRTV,938.625
42338,KY,SRTV,938.625
42339,KY,SRTV,938.625
42343,KY,SRTV,938.625
42344,KY,SRTV,938.625
42345,KY,SRTV,938.625
42347,KY,SRTV,938.625
42348,KY,SRTV,938.625
42349,KY,SRTV,938.625
42350,KY,SRTV,938.625
42351,KY,SRTV,938.625
42352,KY,SRTV,938.625
42354,KY,SRTV,938.625
42355,KY,SRTV,938.625
42356,KY,SRTV,938.625
42361,KY,SRTV,938.625
42364,KY,SRTV,938.625
42366,KY,SRTV,938.625
42367,KY,SRTV,938.625
42368,KY,SRTV,938.625
42369,KY,SRTV,938.625
42370,KY,SRTV,938.625
42371,KY,SRTV,938.625
42372,KY,SRTV,938.625
42374,KY,SRTV,938.625
42375,KY,SRTV,938.625
42376,KY,SRTV,938.625
42377,KY,SRTV,938.625
42378,KY,SRTV,938.625
42402,KY,SRTV,938.625
42404,KY,SRTV,938.625
42406,KY,SRTV,938.625
42408,KY,SRTV,938.625
42409,KY,SRTV,938.625
42410,KY,SRTV,938.625
42411,KY,SRTV,938.625
42413,KY,SRTV,938.625
42419,KY,SRTV,938.625
42420,KY,SRTV,938.625
42431,KY,SRTV,938.625
42436,KY,SRTV,938.625
42437,KY,SRTV,938.625
42440,KY,SRTV,938.625
42441,KY,SRTV,938.625
42442,KY,SRTV,938.625
42444,KY,SRTV,938.625
42445,KY,SRTV,938.625
42450,KY,SRTV,938.625
42451,KY,SRTV,938.625
42452,KY,SRTV,938.625
42453,KY,SRTV,938.625
42455,KY,SRTV,938.625
42456,KY,SRTV,938.625
42457,KY,SRTV,938.625
42458,KY,SRTV,938.625
42459,KY,SRTV,938.625
42460,KY,SRTV,938.625
42461,KY,SRTV,938.625
42462,KY,SRTV,938.625
42463,KY,SRTV,938.625
42464,KY,SRTV,938.625
42501,KY,SRTV,938.625
42502,KY,SRTV,938.625
42503,KY,SRTV,938.625
42516,KY,SRTV,938.625
42518,KY,SRTV,938.625
42519,KY,SRTV,938.625
42528,KY,SRTV,938.625
42533,KY,SRTV,938.625
42539,KY,SRTV,938.625
42541,KY,SRTV,938.625
42544,KY,SRTV,938.625
42553,KY,SRTV,938.625
42558,KY,SRTV,938.625
42564,KY,SRTV,938.625
42565,KY,SRTV,938.625
42566,KY,SRTV,938.625
42567,KY,SRTV,938.625
42602,KY,SRTV,938.625
42603,KY,SRTV,938.625
42629,KY,SRTV,938.625
42631,KY,SRTV,938.625
42633,KY,SRTV,938.625
42634,KY,SRTV,938.625
42635,KY,SRTV,938.625
42638,KY,SRTV,938.625
42642,KY,SRTV,938.625
42647,KY,SRTV,938.625
42649,KY,SRTV,938.625
42653,KY,SRTV,938.625
42701,KY,SRTV,938.625
42702,KY,SRTV,938.625
42712,KY,SRTV,938.625
42713,KY,SRTV,938.625
42715,KY,SRTV,938.625
42716,KY,SRTV,938.625
42717,KY,SRTV,938.625
42718,KY,SRTV,938.625
42719,KY,SRTV,938.625
42720,KY,SRTV,938.625
42721,KY,SRTV,938.625
42722,KY,SRTV,938.625
42724,KY,SRTV,938.625
42726,KY,SRTV,938.625
42728,KY,SRTV,938.625
42729,KY,SRTV,938.625
42731,KY,SRTV,938.625
42732,KY,SRTV,938.625
42733,KY,SRTV,938.625
42740,KY,SRTV,938.625
42741,KY,SRTV,938.625
42742,KY,SRTV,938.625
42743,KY,SRTV,938.625
42746,KY,SRTV,938.625
42748,KY,SRTV,938.625
42749,KY,SRTV,938.625
42753,KY,SRTV,938.625
42754,KY,SRTV,938.625
42755,KY,SRTV,938.625
42757,KY,SRTV,938.625
42758,KY,SRTV,938.625
42759,KY,SRTV,938.625
42762,KY,SRTV,938.625
42764,KY,SRTV,938.625
42765,KY,SRTV,938.625
42776,KY,SRTV,938.625
42782,KY,SRTV,938.625
42784,KY,SRTV,938.625
42788,KY,SRTV,938.625
43001,OH,RFCW,1005.904
43002,OH,RFCW,1005.904
43003,OH,RFCW,1005.904
43004,OH,RFCW,1005.904
43005,OH,RFCW,1005.904
43006,OH,RFCW,1005.904
43007,OH,RFCW,1005.904
43008,OH,RFCW,1005.904
43009,OH,RFCW,1005.904
43010,OH,RFCW,1005.904
43011,OH,RFCW,1005.904
43013,OH,RFCW,1005.904
43014,OH,RFCW,1005.904
43015,OH,RFCW,1005.904
43016,OH,RFCW,1005.904
43017,OH,RFCW,1005.904
43018,OH,RFCW,1005.904
43019,OH,RFCW,1005.904
43021,OH,RFCW,1005.904
43022,OH,RFCW,1005.904
43023,OH,RFCW,1005.904
43025,OH,RFCW,1005.904
43026,OH,RFCW,1005.904
43027,OH,RFCW,1005.904
43028,OH,RFCW,1005.904
43029,OH,RFCW,1005.904
43030,OH,RFCW,1005.904
43031,OH,RFCW,1005.904
43032,OH,RFCW,1005.904
43033,OH,RFCW,1005.904
43035,OH,RFCW,1005.904
43036,OH,RFCW,1005.904
43037,OH,RFCW,1005.904
43040,OH,RFCW,1005.904
43041,OH,RFCW,1005.904
43044,OH,RFCW,1005.904
43045,OH,RFCW,1005.904
43046,OH,RFCW,1005.904
43047,OH,RFCW,1005.904
43048,OH,RFCW,1005.904
43050,OH,RFCW,1005.904
43054,OH,RFCW,1005.904
43055,OH,RFCW,1005.904
43056,OH,RFCW,1005.904
43058,OH,RFCW,1005.904
43060,OH,RFCW,1005.904
43061,OH,RFCW,1005.904
43062,OH,RFCW,1005.904
43064,OH,RFCW,1005.904
43065,OH,RFCW,1005.904
43066,OH,RFCW,1005.904
43067,OH,RFCW,1005.904
43068,OH,RFCW,1005.904
43069,OH,RFCW,1005.904
43070,OH,RFCW,1005.904
43071,OH,RFCW,1005.904
43072,OH,RFCW,1005.904
43073,OH,RFCW,1005.904
43074,OH,RFCW,1005.904
43076,OH,RFCW,1005.904
43077,OH,RFCW,1005.904
43078,OH,RFCW,1005.904
43080,OH,RFCW,1005.904
43081,OH,RFCW,1005.904
43082,OH,RFCW,1005.904
43083,OH,RFCW,1005.904
43084,OH,RFCW,1005.904
43085,OH,RFCW,1005.904
43086,OH,RFCW,1005.904
43093,OH,RFCW,1005.904
43101,OH,RFCW,1005.904
43102,OH,RFCW,1005.904
43103,OH,RFCW,1005.904
43105,OH,RFCW,1005.904
43106,OH,RFCW,1005.904
43107,OH,RFCW,1005.904
43109,OH,RFCW,1005.904
43110,OH,RFCW,1005.904
43111,OH,RFCW,1005.904
43112,OH,RFCW,1005.904
43113,OH,RFCW,1005.904
43115,OH,RFCW,1005.904
43116,OH,RFCW,1005.904
43117,OH,RFCW,1005.904
43119,OH,RFCW,1005.904
43123,OH,RFCW,1005.904
43125,OH,RFCW,1005.904
43126,OH,RFCW,1005.904
43127,OH,RFCW,1005.904
43128,OH,RFCW,1005.904
43130,OH,RFCW,1005.904
43135,OH,RFCW,1005.904
43136,OH,RFCW,1005.904
43137,OH,RFCW,1005.904
43138,OH,RFCW,1005.904
43140,OH,RFCW,1005.904
43142,OH,RFCW,1005.904
43143,OH,RFCW,1005.904
43144,OH,RFCW,1005.904
43145,OH,RFCW,1005.904
43146,OH,RFCW,1005.904
43147,OH,RFCW,1005.904
43148,OH,RFCW,1005.904
43149,OH,RFCW,1005.904
43150,OH,RFCW,1005.904
43151,OH,RFCW,1005.904
43152,OH,RFCW,1005.904
43153,OH,RFCW,1005.904
43154,OH,RFCW,1005.904
43155,OH,RFCW,1005.904
43156,OH,RFCW,1005.904
43157,OH,RFCW,1005.904
43158,OH,RFCW,1005.904
43160,OH,RFCW,1005.904
43162,OH,RFCW,1005.904
43163,OH,RFCW,1005.904
43164,OH,RFCW,1005.904
43194,OH,RFCW,1005.904
43195,OH,RFCW,1005.904
43199,OH,RFCW,1005.904
43201,OH,RFCW,1005.904
43202,OH,RFCW,1005.904
43203,OH,RFCW,1005.904
43204,OH,RFCW,1005.904
43205,OH,RFCW,1005.904
43206,OH,RFCW,1005.904
43207,OH,RFCW,1005.904
43209,OH,RFCW,1005.904
43210,OH,RFCW,1005.904
43211,OH,RFCW,1005.904
43212,OH,RFCW,1005.904
43213,OH,RFCW,1005.904
43214,OH,RFCW,1005.904
43215,OH,RFCW,1005.904
43216,OH,RFCW,1005.904
43217,OH,RFCW,1005.904
43218,OH,RFCW,1005.904
43219,OH,RFCW,1005.904
43220,OH,RFCW,1005.904
43221,OH,RFCW,1005.904
43222,OH,RFCW,1005.904
43223,OH,RFCW,1005.904
43224,OH,RFCW,1005.904
43226,OH,RFCW,1005.904
43227,OH,RFCW,1005.904
43228,OH,RFCW,1005.904
43229,OH,RFCW,1005.904
43230,OH,RFCW,1005.904
43231,OH,RFCW,1005.904
43232,OH,RFCW,1005.904
43234,OH,RFCW,1005.904
43235,OH,RFCW,1005.904
43236,OH,RFCW,1005.904
43240,OH,RFCW,1005.904
43251,OH,RFCW,1005.904
43260,OH,RFCW,1005.904
43266,OH,RFCW,1005.904
43268,OH,RFCW,1005.904
43270,OH,RFCW,1005.904
43271,OH,RFCW,1005.904
43272,OH,RFCW,1005.904
43279,OH,RFCW,1005.904
43287,OH,RFCW,1005.904
43291,OH,RFCW,1005.904
43301,OH,RFCW,1005.904
43302,OH,RFCW,1005.904
43306,OH,RFCW,1005.904
43310,OH,RFCW,1005.904
43311,OH,RFCW,1005.904
43314,OH,RFCW,1005.904
43315,OH,RFCW,1005.904
43316,OH,RFCW,1005.904
43317,OH,RFCW,1005.904
43318,OH,RFCW,1005.904
43319,OH,RFCW,1005.904
43320,OH,RFCW,1005.904
43321,OH,RFCW,1005.904
43322,OH,RFCW,1005.904
43323,OH,RFCW,1005.904
43324,OH,RFCW,1005.904
43325,OH,RFCW,1005.904
43326,OH,RFCW,1005.904
43330,OH,RFCW,1005.904
43331,OH,RFCW,1005.904
43332,OH,RFCW,1005.904
43333,OH,RFCW,1005.904
43334,OH,RFCW,1005.904
43335,OH,RFCW,1005.904
43336,OH,RFCW,1005.904
43337,OH,RFCW,1005.904
43338,OH,RFCW,1005.904
43340,OH,RFCW,1005.904
43341,OH,RFCW,1005.904
43342,OH,RFCW,1005.904
43343,OH,RFCW,1005.904
43344,OH,RFCW,1005.904
43345,OH,RFCW,1005.904
43346,OH,RFCW,1005.904
43347,OH,RFCW,1005.904
43348,OH,RFCW,1005.904
43349,OH,RFCW,1005.904
43350,OH,RFCW,1005.904
43351,OH,RFCW,1005.904
43356,OH,RFCW,1005.904
43357,OH,RFCW,1005.904
43358,OH,RFCW,1005.904
43359,OH,RFCW,1005.904
43360,OH,RFCW,1005.904
43402,OH,RFCW,1005.904
43403,OH,RFCW,1005.904
43406,OH,RFCW,1005.904
43407,OH,RFCW,1005.904
43408,OH,RFCW,1005.904
43410,OH,RFCW,1005.904
43412,OH,RFCW,1005.904
43413,OH,RFCW,1005.904
43414,OH,RFCW,1005.904
43416,OH,RFCW,1005.904
43420,OH,RFCW,1005.904
43430,OH,RFCW,1005.904
43431,OH,RFCW,1005.904
43432,OH,RFCW,1005.904
43433,OH,RFCW,1005.904
43434,OH,RFCW,1005.904
43435,OH,RFCW,1005.904
43436,OH,RFCW,1005.904
43437,OH,RFCW,1005.904
43438,OH,RFCW,1005.904
43439,OH,RFCW,1005.904
43440,OH,RFCW,1005.904
43441,OH,RFCW,1005.904
43442,OH,RFCW,1005.904
43443,OH,RFCW,1005.904
43445,OH,RFCW,1005.904
43446,OH,RFCW,1005.904
43447,OH,RFCW,1005.904
43449,OH,RFCW,1005.904
43450,OH,RFCW,1005.904
43451,OH,RFCW,1005.904
43452,OH,RFCW,1005.904
43456,OH,RFCW,1005.904
43457,OH,RFCW,1005.904
43458,OH,RFCW,1005.904
43460,OH,RFCW,1005.904
43462,OH,RFCW,1005.904
43463,OH,RFCW,1005.904
43464,OH,RFCW,1005.904
43465,OH,RFCW,1005.904
43466,OH,RFCW,1005.904
43467,OH,RFCW,1005.904
43468,OH,RFCW,1005.904
43469,OH,RFCW,1005.904
43501,OH,RFCW,1005.904
43502,OH,RFCW,1005.904
43504,OH,RFCW,1005.904
43505,OH,RFCW,1005.904
43506,OH,RFCW,1005.904
43510,OH,RFCW,1005.904
43511,OH,RFCW,1005.904
43512,OH,RFCW,1005.904
43515,OH,RFCW,1005.904
43516,OH,RFCW,1005.904
43517,OH,RFCW,1005.904
43518,OH,RFCW,1005.904
43519,OH,RFCW,1005.904
43520,OH,RFCW,1005.904
43521,OH,RFCW,1005.904
43522,OH,RFCW,1005.904
43523,OH,RFCW,1005.904
43524,OH,RFCW,1005.904
43525,OH,RFCW,1005.904
43526,OH,RFCW,1005.904
43527,OH,RFCW,1005.904
43528,OH,RFCW,1005.904
43529,OH,RFCW,1005.904
43530,OH,RFCW,1005.904
43531,OH,RFCW,1005.904
43532,OH,RFCW,1005.904
43533,OH,RFCW,1005.904
43534,OH,RFCW,1005.904
43535,OH,RFCW,1005.904
43536,OH,RFCW,1005.904
43537,OH,RFCW,1005.904
43540,OH,RFCW,1005.904
43541,OH,RFCW,1005.904
43542,OH,RFCW,1005.904
43543,OH,RFCW,1005.904
43545,OH,RFCW,1005.904
43547,OH,RFCW,1005.904
43548,OH,RFCW,1005.904
43549,OH,RFCW,1005.904
43550,OH,RFCW,1005.904
43551,OH,RFCW,1005.904
43552,OH,RFCW,1005.904
43553,OH,RFCW,1005.904
43554,OH,RFCW,1005.904
43555,OH,RFCW,1005.904
43556,OH,RFCW,1005.904
43557,OH,RFCW,1005.904
43558,OH,RFCW,1005.904
43560,OH,RFCW,1005.904
43565,OH,RFCW,1005.904
43566,OH,RFCW,1005.904
43567,OH,RFCW,1005.904
43569,OH,RFCW,1005.904
43570,OH,RFCW,1005.904
43571,OH,RFCW,1005.904
43601,OH,RFCW,1005.904
43603,OH,RFCW,1005.904
43604,OH,RFCW,1005.904
43605,OH,RFCW,1005.904
43606,OH,RFCW,1005.904
43607,OH,RFCW,1005.904
43608,OH,RFCW,1005.904
43609,OH,RFCW,1005.904
43610,OH,RFCW,1005.904
43611,OH,RFCW,1005.904
43612,OH,RFCW,1005.904
43613,OH,RFCW,1005.904
43614,OH,RFCW,1005.904
43615,OH,RFCW,1005.904
43616,OH,RFCW,1005.904
43617,OH,RFCW,1005.904
43618,OH,RFCW,1005.904
43619,OH,RFCW,1005.904
43620,OH,RFCW,1005.904
43623,OH,RFCW,1005.904
43635,OH,RFCW,1005.904
43652,OH,RFCW,1005.904
43654,OH,RFCW,1005.904
43656,OH,RFCW,1005.904
43657,OH,RFCW,1005.904
43659,OH,RFCW,1005.904
43660,OH,RFCW,1005.904
43661,OH,RFCW,1005.904
43666,OH,RFCW,1005.904
43667,OH,RFCW,1005.904
43681,OH,RFCW,1005.904
43682,OH,RFCW,1005.904
43697,OH,RFCW,1005.904
43699,OH,RFCW,1005.904
43701,OH,RFCW,1005.904
43702,OH,RFCW,1005.904
43711,OH,RFCW,1005.904
43713,OH,RFCW,1005.904
43716,OH,RFCW,1005.904
43717,OH,RFCW,1005.904
43718,OH,RFCW,1005.904
43719,OH,RFCW,1005.904
43720,OH,RFCW,1005.904
43721,OH,RFCW,1005.904
43722,OH,RFCW,1005.904
43723,OH,RFCW,1005.904
43724,OH,RFCW,1005.904
43725,OH,RFCW,1005.904
43727,OH,RFCW,1005.904
43728,OH,RFCW,1005.904
43730,OH,RFCW,1005.904
43731,OH,RFCW,1005.904
43732,OH,RFCW,1005.904
43733,OH,RFCW,1005.904
43734,OH,RFCW,1005.904
43735,OH,RFCW,1005.904
43736,OH,RFCW,1005.904
43738,OH,RFCW,1005.904
43739,OH,RFCW,1005.904
43740,OH,RFCW,1005.904
43746,OH,RFCW,1005.904
43747,OH,RFCW,1005.904
43748,OH,RFCW,1005.904
43749,OH,RFCW,1005.904
43750,OH,RFCW,1005.904
43752,OH,RFCW,1005.904
43754,OH,RFCW,1005.904
43755,OH,RFCW,1005.904
43756,OH,RFCW,1005.904
43757,OH,RFCW,1005.904
43758,OH,RFCW,1005.904
43759,OH,RFCW,1005.904
43760,OH,RFCW,1005.904
43761,OH,RFCW,1005.904
43762,OH,RFCW,1005.904
43764,OH,RFCW,1005.904
43766,OH,RFCW,1005.904
43767,OH,RFCW,1005.904
43768,OH,RFCW,1005.904
43771,OH,RFCW,1005.904
43772,OH,RFCW,1005.904
43773,OH,RFCW,1005.904
43777,OH,RFCW,1005.904
43778,OH,RFCW,1005.904
43779,OH,RFCW,1005.904
43780,OH,RFCW,1005.904
43782,OH,RFCW,1005.904
43783,OH,RFCW,1005.904
43786,OH,RFCW,1005.904
43787,OH,RFCW,1005.904
43788,OH,RFCW,1005.904
43791,OH,RFCW,1005.904
43793,OH,RFCW,1005.904
43802,OH,RFCW,1005.904
43803,OH,RFCW,1005.904
43804,OH,RFCW,1005.904
43805,OH,RFCW,1005.904
43811,OH,RFCW,1005.904
43812,OH,RFCW,1005.904
43821,OH,RFCW,1005.904
43822,OH,RFCW,1005.904
43824,OH,RFCW,1005.904
43828,OH,RFCW,1005.904
43830,OH,RFCW,1005.904
43832,OH,RFCW,1005.904
43836,OH,RFCW,1005.904
43837,OH,RFCW,1005.904
43840,OH,RFCW,1005.904
43842,OH,RFCW,1005.904
43843,OH,RFCW,1005.904
43844,OH,RFCW,1005.904
43845,OH,RFCW,1005.904
43901,OH,RFCW,1005.904
43902,OH,RFCW,1005.904
43903,OH,RFCW,1005.904
43905,OH,RFCW,1005.904
43906,OH,RFCW,1005.904
43907,OH,RFCW,1005.904
43908,OH,RFCW,1005.904
43909,OH,RFCW,1005.904
43910,OH,RFCW,1005.904
43912,OH,RFCW,1005.904
43913,OH,RFCW,1005.904
43914,OH,RFCW,1005.904
43915,OH,RFCW,1005.904
43916,OH,RFCW,1005.904
43917,OH,RFCW,1005.904
43920,OH,RFCW,1005.904
43925,OH,RFCW,1005.904
43926,OH,RFCW,1005.904
43927,OH,RFCW,1005.904
43928,OH,RFCW,1005.904
43930,OH,RFCW,1005.904
43931,OH,RFCW,1005.904
43932,OH,RFCW,1005.904
43933,OH,RFCW,1005.904
43934,OH,RFCW,1005.904
43935,OH,RFCW,1005.904
43937,OH,RFCW,1005.904
43938,OH,RFCW,1005.904
43939,OH,RFCW,1005.904
43940,OH,RFCW,1005.904
43941,OH,RFCW,1005.904
43942,OH,RFCW,1005.904
43943,OH,RFCW,1005.904
43944,OH,RFCW,1005.904
43945,OH,RFCW,1005.904
43946,OH,RFCW,1005.904
43947,OH,RFCW,1005.904
43948,OH,RFCW,1005.904
43950,OH,RFCW,1005.904
43951,OH,RFCW,1005.904
43952,OH,RFCW,1005.904
43953,OH,RFCW,1005.904
43961,OH,RFCW,1005.904
43962,OH,RFCW,1005.904
43963,OH,RFCW,1005.904
43964,OH,RFCW,1005.904
43967,OH,RFCW,1005.904
43968,OH,RFCW,1005.904
43970,OH,RFCW,1005.904
43971,OH,RFCW,1005.904
43972,OH,RFCW,1005.904
43973,OH,RFCW,1005.904
43974,OH,RFCW,1005.904
43976,OH,RFCW,1005.904
43977,OH,RFCW,1005.904
43981,OH,RFCW,1005.904
43983,OH,RFCW,1005.904
43984,OH,RFCW,1005.904
43985,OH,RFCW,1005.904
43986,OH,RFCW,1005.904
43988,OH,RFCW,1005.904
44001,OH,RFCW,1005.904
44003,OH,RFCW,1005.904
44004,OH,RFCW,1005.904
44005,OH,RFCW,1005.904
44010,OH,RFCW,1005.904
44011,OH,RFCW,1005.904
44012,OH,RFCW,1005.904
44017,OH,RFCW,1005.904
44021,OH,RFCW,1005.904
44022,OH,RFCW,1005.904
44023,OH,RFCW,1005.904
44024,OH,RFCW,1005.904
44026,OH,RFCW,1005.904
44028,OH,RFCW,1005.904
44030,OH,RFCW,1005.904
44032,OH,RFCW,1005.904
44033,OH,RFCW,1005.904
44035,OH,RFCW,1005.904
44036,OH,RFCW,1005.904
44039,OH,RFCW,1005.904
44040,OH,RFCW,1005.904
44041,OH,RFCW,1005.904
44044,OH,RFCW,1005.904
44045,OH,RFCW,1005.904
44046,OH,RFCW,1005.904
44047,OH,RFCW,1005.904
44048,OH,RFCW,1005.904
44049,OH,RFCW,1005.904
44050,OH,RFCW,1005.904
44052,OH,RFCW,1005.904
44053,OH,RFCW,1005.904
44054,OH,RFCW,1005.904
44055,OH,RFCW,1005.904
44056,OH,RFCW,1005.904
44057,OH,RFCW,1005.904
44060,OH,RFCW,1005.904
44061,OH,RFCW,1005.904
44062,OH,RFCW,1005.904
44064,OH,RFCW,1005.904
44065,OH,RFCW,1005.904
44067,OH,RFCW,1005.904
44068,OH,RFCW,1005.904
44070,OH,RFCW,1005.904
44072,OH,RFCW,1005.904
44073,OH,RFCW,1005.904
44074,OH,RFCW,1005.904
44076,OH,RFCW,1005.904
44077,OH,RFCW,1005.904
44080,OH,RFCW,1005.904
